Sentence,Score,Stopword
અનૂકુળ,1,
અનોખું,1,
અપગ્રેડ,1,
અપવાદરૂપે,1,
અપીલ,1,
અપ્રતિમ,1,
અભિનંદન,1,
અભિરુચિ,1,
અભેદ્ય,1,
અમર્યાદ,1,
અમર્યાદિત,1,
અમલી,1,
અમૂલ્ય,1,
અમોઘ,1,
અરજી,1,
અર્થપૂર્ણ,1,
અર્વાચીન,1,
અસરકારક,1,
અસરકારકતા,1,
અસલ,1,
આકરી,1,
આકર્ષક,1,
આકર્ષણ,1,
આકર્ષણની,1,
આકર્ષ્યા,1,
આકાશ,1,
આતુર,1,
આદર,1,
આદરણીય,1,
આદર્શ,1,
આધાર,1,
આધારભૂત,1,
આધુનિક,1,
આધ્યાત્મિક,1,
આનંદ,1,
આનંદથી,1,
આનંદદાયક,1,
આનંદિત,1,
આનંદી,1,
આપતાં,1,
આપની,1,
આપ્યું,1,
આબાદ,1,
આબેહૂબ,1,
આભાર,1,
આભારી,1,
આરાધ્ય,1,
આરામ,1,
આરામદાયક,1,
આર્થિક,1,
આલિંગન,1,
આવકાર,1,
આવેગ,1,
આવેલી,1,
આશાવાદ,1,
આશાવાદી,1,
આશાસ્પદ,1,
આશીર્વાદ,1,
આશ્ચર્ય,1,
આશ્ચર્યકારક,1,
આશ્ચર્યજનક,1,
આશ્વાસન,1,
આસ્થા,1,
ઇચ્છા,1,
ઇચ્છુક,1,
ઇનામ,1,
ઇલાજ,1,
ઈચ્છા,1,
ઈનામ,1,
ઈમાનદારી,1,
ઉચિત,1,
ઉજવણી,1,
ઉજ્જવળ,1,
ઉડી,1,
ઉત્કર્ષ,1,
ઉત્કૃષ્ટ,1,
ઉત્તમ,1,
ઉત્તેજક,1,
ઉત્તેજન,1,
ઉત્તેજના,1,
ઉત્તેજિત,1,
ઉત્પાદક,1,
ઉત્સવ,1,
ઉત્સાહ,1,
ઉત્સાહપૂર્વક,1,
ઉત્સાહી,1,
ઉત્સુક,1,
ઉદાર,1,
ઉદારતા,1,
ઉદાહરણ,1,
ઉન્નત,1,
ઉન્નતિ,1,
ઉપદેશક,1,
ઉપભોગ,1,
ઉપયોગી,1,
ઉપલબ્ધ,1,
ઉપવાસ,1,
ઉપાય,1,
ઉમદા,1,
ઉલ્લાસ,1,
ઉષ્ણતા,1,
ઊર્મિ,1,
ઋણી,1,
એકતા,1,
એકદમ,1,
એનાયત,1,
એન્ડોર્સમેન્ટ,1,
એવોર્ડ,1,
ઐક્ય,1,
ઓછી,1,
કદર,1,
કબૂલાત,1,
કરવું,1,
કરા,1,
કરુણા,1,
કરોડ,1,
કરોડરજ્જુ,1,
કાનના,1,
કાફી,1,
કામ,1,
કાયદેસર,1,
કારણ,1,
કાર્ય,1,
કાર્યક્ષમ,1,
કિંમત,1,
કિમતી,1,
કીર્તિ,1,
કુશળ,1,
કુશળતા,1,
કૂવો,1,
કૃતજ્ઞ,1,
કૃતજ્ઞતા,1,
કૃપા,1,
કૃપાળુ,1,
કોષ,1,
કૌશલ,1,
ક્રમબદ્ધ,1,
ક્રાંતિ,1,
ક્રાંતિકારી,1,
ક્રાન્તિ,1,
ક્ષમા,1,
ખંત,1,
ખંતપૂર્વક,1,
ખજાનો,1,
ખડતલ,1,
ખરું,1,
ખાતરી,1,
ખુશ,1,
ખુશી,1,
ખુશીથી,1,
ખૂબસૂરત,1,
ખ્યાતિ,1,
ગતિશીલ,1,
ગમતો,1,
ગમ્યું,1,
ગરમ,1,
ગર્વ,1,
ગળપણ,1,
ગુણવત્તા,1,
ગેરંટી,1,
ગોઠવણ,1,
ગૌરવ,1,
ઘણો,1,
ઘન,1,
ઘનિષ્ઠ,1,
ઘેલછા,1,
ચડિયાતી,1,
ચડિયાતું,1,
ચતુર,1,
ચપળ,1,
ચમક,1,
ચમત્કાર,1,
ચમત્કારિક,1,
ચળકતું,1,
ચળકાટ,1,
ચાહક,1,
ચાહકો,1,
ચુસ્ત,1,
ચોક્કસ,1,
ચોક્કસપણે,1,
ચોક્ક્સ,1,
ચોખ્ખું,1,
છટાદાર,1,
જબરદસ્ત,1,
જમણું,1,
જશ,1,
જાગ્રત,1,
જાજરમાન,1,
જાત,1,
જાદુ,1,
જાદુઈ,1,
જાહેરમાં,1,
જીત,1,
જીતે,1,
જીત્યું,1,
જુવાન,1,
જુસ્સાદાર,1,
જેમ્સ,1,
જેવું,1,
જોવાલાયક,1,
જોશ,1,
જ્ઞાની,1,
જ્વલંત,1,
ઝડપી,1,
ટકાઉ,1,
ટેકો,1,
ટેન્ડર,1,
ટોચ,1,
ટ્રસ્ટ,1,
ઠંડુ,1,
ઠીક,1,
ડહાપણ,1,
તંદુરસ્ત,1,
તકેદારી,1,
તત્કાલ,1,
તત્પર,1,
તરત,1,
તરફેણ,1,
તર્કસંગત,1,
તહેવારની,1,
તાજગી,1,
તાજા,1,
તાજું,1,
તારણહાર,1,
તારાઓની,1,
તાર્કિક,1,
તીક્ષ્ણ,1,
તીખું,1,
તેજ,1,
તેજસ્વી,1,
તેજી,1,
તૈયાર,1,
તૈયારી,1,
ત્યાર,1,
ત્વરિત,1,
દયા,1,
દયાળુ,1,
દર્દી,1,
દાતા,1,
દાતાર,1,
દાર્શનિક,1,
દૃઢ,1,
દેવદૂત,1,
દેશભક્ત,1,
દૈવી,1,
દોરી,1,
ધન,1,
ધનવાન,1,
ધનિક,1,
ધન્યવાદ,1,
ધર્માદા,1,
ધાક,1,
ધીરજ,1,
ધ્યાન,1,
નક્કર,1,
નમ્રતા,1,
નરમ,1,
નવીન,1,
નવીનતા,1,
નવીનીકરણ,1,
નવેસરથી,1,
નસીબ,1,
નસીબદાર,1,
નાટકીય,1,
નામના,1,
નામાંકિત,1,
નાયક,1,
નિખાલસતા,1,
નિપુણ,1,
નિપુણતા,1,
નિયતિ,1,
નિર્ણાયક,1,
નિર્દોષ,1,
નિર્ભય,1,
નિર્મળ,1,
નિર્વિવાદ,1,
નિષ્કલંક,1,
નિષ્ઠા,1,
નિષ્ઠાવાન,1,
નિષ્પક્ષ,1,
નિષ્પક્ષતા,1,
નૈતિક,1,
નૈતિકતા,1,
નોંધપાત્ર,1,
ન્યાયપૂર્ણ,1,
ન્યાયી,1,
પડતા,1,
પરત,1,
પરાકાષ્ઠા,1,
પરાક્રમ,1,
પરાક્રમી,1,
પરાજય,1,
પરિપૂર્ણ,1,
પરિપૂર્ણતા,1,
પરોપકારી,1,
પર્યાપ્ત,1,
પવિત્ર,1,
પસંદ,1,
પાતળા,1,
પાત્ર,1,
પાયાનો,1,
પારદર્શક,1,
પુખ્ત,1,
પુનઃજીવિત,1,
પુનરુજ્જીવન,1,
પુનર્ગઠન,1,
પુરવણી,1,
પુરસ્કાર,1,
પુરસ્કારો,1,
પુષ્કળ,1,
પૂરક,1,
પૂરતા,1,
પૂરતું,1,
પૂર્ણ,1,
પૂર્ણપણે,1,
પૈકીનું,1,
પૈસાદાર,1,
પોષ,1,
પોષણ,1,
પોસાય,1,
પૌરાણિક,1,
પ્રકાશિત,1,
પ્રખ્યાત,1,
પ્રગતિ,1,
પ્રગતિશીલ,1,
પ્રતિજ્ઞા,1,
પ્રતિભા,1,
પ્રતિભાશાળી,1,
પ્રતિષ્ઠા,1,
પ્રતિષ્ઠિત,1,
પ્રભાવશાળી,1,
પ્રભાવિત,1,
પ્રભાવી,1,
પ્રભુત્વ,1,
પ્રમાણભૂત,1,
પ્રમાણિક,1,
પ્રમાણિકતા,1,
પ્રવર્તક,1,
પ્રવીણ,1,
પ્રશંસક,1,
પ્રશંસા,1,
પ્રશાંત,1,
પ્રસન્ન,1,
પ્રસન્નતા,1,
પ્રસિદ્ધ,1,
પ્રસ્તાવ,1,
પ્રાધાન્ય,1,
પ્રાપ્ત,1,
પ્રાપ્ય,1,
પ્રામાણિક,1,
પ્રેમ,1,
પ્રેમપૂર્વક,1,
પ્રેમાળ,1,
પ્રેમિકા,1,
પ્રેરણા,1,
પ્રેરણાદાયી,1,
પ્રેરિત,1,
પ્રોત્સાહન,1,
ફળદાયી,1,
ફળદ્રુપ,1,
ફાયદાકારક,1,
ફાયદો,1,
ફાળો,1,
ફૂલ,1,
ફેરબદલી,1,
ફેલાયેલું,1,
બંધબેસતું,1,
બચત,1,
બહાદુર,1,
બહાદુરી,1,
બાંધકામ,1,
બાકી,1,
બાદશાહી,1,
બિનશરતી,1,
બુદ્ધિ,1,
બુદ્ધિશાળી,1,
બુલંદ,1,
બોનસ,1,
બ્લોકબસ્ટર,1,
ભરપૂર,1,
ભરોસાપાત્ર,1,
ભરોસો,1,
ભલામણ,1,
ભલામણો,1,
ભવ્ય,1,
ભવ્યતા,1,
ભાવાત્મક,1,
ભાવી,1,
ભેટ,1,
મંજુરી,1,
મંજૂરી,1,
મજબૂત,1,
મજા,1,
મજાની,1,
મણિ,1,
મદદગાર,1,
મદદરૂપ,1,
મધુર,1,
મનપસંદ,1,
મનમોહક,1,
મનોરંજક,1,
મનોરમ,1,
મનોહર,1,
મફત,1,
મહત્તા,1,
મહત્વનું,1,
મહત્વપૂર્ણ,1,
મહત્વાકાંક્ષી,1,
મહાન,1,
મહાનતા,1,
મહિમા,1,
મહેનતુ,1,
મહેરબાની,1,
માણી,1,
માધુર્ય,1,
માન,1,
માનનીય,1,
માયાળુ,1,
માર્ગદર્શન,1,
માર્વેલ,1,
મિત્રતા,1,
મીઠી,1,
મીઠું,1,
મુકિત,1,
મુક્ત,1,
મુક્તિ,1,
મુક્તિદાતા,1,
મુખ્ય,1,
મૂર્તિ,1,
મૂલ્યવાન,1,
મૂળ,1,
મેળ,1,
મેળવી,1,
મેળો,1,
મૈત્રીપૂર્ણ,1,
મોખરાનું,1,
મોભો,1,
મોર,1,
મોહક,1,
મોહિની,1,
યાદગાર,1,
યોગ્ય,1,
યોગ્યતા,1,
રક્ષણ,1,
રચના,1,
રચનાત્મક,1,
રત્ન,1,
રમણીય,1,
રમતિયાળ,1,
રમૂજ,1,
રમૂજી,1,
રસ,1,
રસપ્રદ,1,
રસિક,1,
રાજનૈતિક,1,
રાજી,1,
રાહત,1,
રિવર,1,
રીતે,1,
રુચિકર,1,
રોગી,1,
રોમાંચક,1,
રોમાન્ટિક,1,
લવચીક,1,
લાગણી,1,
લાભ,1,
લાભકારી,1,
લાભદાયી,1,
લાભો,1,
લાયક,1,
લાયકાત,1,
લાવણ્ય,1,
લોકપ્રિય,1,
વકીલ,1,
વખાણ,1,
વખાણાયેલી,1,
વગદાર,1,
વચન,1,
વચનો,1,
વટાવી,1,
વડપણ,1,
વધવું,1,
વધારે,1,
વધી,1,
વફાદાર,1,
વફાદારી,1,
વરદાન,1,
વર્થ,1,
વસૂલાત,1,
વહેવારુ,1,
વળગાડ,1,
વળતર,1,
વાજબી,1,
વારંવાર,1,
વાસ્તવવાદી,1,
વાસ્તવિક,1,
વાહ,1,
વિકસિત,1,
વિખ્યાત,1,
વિજય,1,
વિજયનું,1,
વિજયી,1,
વિજેતા,1,
વિદ્વાન,1,
વિનમ્ર,1,
વિનમ્રતા,1,
વિનોદ,1,
વિનોદી,1,
વિપુલ,1,
વિપુલતા,1,
વિલાસી,1,
વિવિધતા,1,
વિવેકી,1,
વિશાળ,1,
વિશિષ્ટ,1,
વિશિષ્ટતા,1,
વિશેષાધિકાર,1,
વિશ્વસનીય,1,
વિશ્વસનીયતા,1,
વિશ્વાસ,1,
વિશ્વાસપાત્ર,1,
વિશ્વાસુ,1,
વિસ્તારી,1,
વિસ્મય,1,
વીજળી,1,
વીમો,1,
વીર,1,
વૃદ્ધિ,1,
વૈભવ,1,
વ્યક્તિગત,1,
વ્યવસ્થા,1,
વ્યવસ્થિત,1,
વ્યાજ,1,
વ્યાજબી,1,
શકય,1,
શકિતશાળી,1,
શક્તિ,1,
શક્તિશાળી,1,
શક્ય,1,
શાંત,1,
શાંતિ,1,
શાંતિથી,1,
શાંતિપૂર્ણ,1,
શાણપણ,1,
શાનદાર,1,
શિક્ષિત,1,
શિષ્ટાચાર,1,
શીઘ્ર,1,
શીતળ,1,
શુદ્ધ,1,
શુભ,1,
શુભેચ્છા,1,
શૂરવીર,1,
શોખીન,1,
શોભા,1,
શૌર્ય,1,
શ્રદ્ધાંજલિ,1,
શ્રદ્ધાળુ,1,
શ્રીમંત,1,
શ્રેષ્ઠ,1,
શ્રેષ્ઠતા,1,
શ્વાસ,1,
સંકલિત,1,
સંક્ષિપ્ત,1,
સંત,1,
સંતુલિત,1,
સંતુષ્ટ,1,
સંતોષ,1,
સંતોષકારક,1,
સંતોષજનક,1,
સંધિ,1,
સંપત્તિ,1,
સંપન્ન,1,
સંપૂર્ણ,1,
સંપૂર્ણતા,1,
સંપૂર્ણપણે,1,
સંરક્ષક,1,
સંવેદનશીલ,1,
સંસ્કારી,1,
સક્રિય,1,
સખાવતી,1,
સગવડ,1,
સઘન,1,
સચેત,1,
સચ્ચાઈ,1,
સજ્જ,1,
સદાચારી,1,
સન્માન,1,
સન્માનિત,1,
સફળ,1,
સફળતા,1,
સફળતાઓ,1,
સફળતાપૂર્વક,1,
સબસિડી,1,
સભ્ય,1,
સભ્યતા,1,
સમજદાર,1,
સમજી,1,
સમયસર,1,
સમર્થ,1,
સમર્થક,1,
સમર્થન,1,
સમર્પિત,1,
સમાધાન,1,
સમાન,1,
સમૃદ્ધ,1,
સમૃદ્ધિ,1,
સમ્માન,1,
સરસ,1,
સરળ,1,
સર્જનાત્મક,1,
સર્વગ્રાહી,1,
સર્વાંગી,1,
સર્વોચ્ચ,1,
સર્વોચ્ચતા,1,
સર્વોત્તમ,1,
સર્વોપરી,1,
સલામ,1,
સલામત,1,
સશક્તિકરણ,1,
સસ્તા,1,
સસ્તી,1,
સસ્તુ,1,
સસ્તું,1,
સહકારથી,1,
સહકારી,1,
સહાનુભૂતિ,1,
સહાય,1,
સહાયક,1,
સહેલાઈથી,1,
સહેલું,1,
સાક્ષાત્,1,
સાચું,1,
સાતત્ય,1,
સાદું,1,
સાધક,1,
સાધી,1,
સાધુ,1,
સાનુકૂળ,1,
સાફ,1,
સાબિત,1,
સામર્થ્ય,1,
સારી,1,
સારું,1,
સાવધ,1,
સાહજિક,1,
સાહસિક,1,
સિદ્ધ,1,
સિદ્ધિ,1,
સિદ્ધિઓ,1,
સીસું,1,
સુંદર,1,
સુંદરતા,1,
સુકુમાર,1,
સુખ,1,
સુખદ,1,
સુખાકારી,1,
સુખી,1,
સુગંધિત,1,
સુઘડ,1,
સુધારણા,1,
સુધારવા,1,
સુધારવું,1,
સુધારા,1,
સુધારાઓ,1,
સુધારેલું,1,
સુધારો,1,
સુપર,1,
સુરક્ષિત,1,
સુલભ,1,
સુવર્ણ,1,
સુવાચ્ય,1,
સુવાસિત,1,
સુવાહ્ય,1,
સુવિખ્યાત,1,
સુવિધા,1,
સુશોભિત,1,
સુસંગત,1,
સુસંગતતા,1,
સૂઝ,1,
સૂર્યોદય,1,
સેક્સી,1,
સેન,1,
સોદો,1,
સોનું,1,
સોનેરી,1,
સોફ્ટ,1,
સૌમ્ય,1,
સ્ટેજની,1,
સ્તુતિ,1,
સ્થિતિસ્થાપક,1,
સ્થિરતા,1,
સ્નાતકોત્તર,1,
સ્નિગ્ધ,1,
સ્નેહ,1,
સ્પર્ધાત્મક,1,
સ્પષ્ટ,1,
સ્પષ્ટતા,1,
સ્પષ્ટીકરણ,1,
સ્પાર્ક,1,
સ્મારકો,1,
સ્માર્ટ,1,
સ્મિત,1,
સ્વચ્છ,1,
સ્વતંત્ર,1,
સ્વતંત્રતા,1,
સ્વર્ગ,1,
સ્વર્ગીય,1,
સ્વસ્થ,1,
સ્વસ્થતા,1,
સ્વાતંત્ર્ય,1,
સ્વાદ,1,
સ્વાદિષ્ટ,1,
સ્વાયત્ત,1,
સ્વાસ્થ્યપ્રદ,1,
સ્વીકાર્ય,1,
સ્વેચ્છાએ,1,
હકારાત્મક,1,
હયાત,1,
હરાવ્યો,1,
હર્ષ,1,
હસત,1,
હસતાં,1,
હળવા,1,
હળવું,1,
હાર્દિક,1,
હિંમત,1,
હિંમતવાન,1,
હિમાયત,1,
હુકમ,1,
હોંશિયાર,1,
ગેરહાજરી,0,
આરોપો,0,
અસ્પષ્ટ,0,
હુમલો,0,
હુમલાઓ,0,
પછાત,0,
ખરાબ,0,
અંધ,0,
બોર,0,
વિરામ,0,
ભંગ,0,
વિરામ,0,
તૂટી,0,
તૂટેલા,0,
ભૂલ,0,
કેન્સર,0,
ઠંડી,0,
પતન,0,
જટિલ,0,
જટિલ,0,
ચિંતા,0,
સંબંધિત,0,
ચિંતા,0,
સંઘર્ષ,0,
તકરાર,0,
મૂંઝવણ,0,
વિરોધાભાસી,0,
વિવાદાસ્પદ,0,
વિવાદ,0,
ભ્રષ્ટ,0,
ભ્રષ્ટાચાર,0,
જટિલ,0,
ટીકા,0,
ટીકાકારો,0,
નુકસાન,0,
ભય,0,
અંધારું,0,
મૃત,0,
મૃત્યુ,0,
ઘટાડો,0,
રાક્ષસ,0,
નામંજૂર,0,
નાશ,0,
મૃત્યુ પામ્યા,0,
મુશ્કેલ,0,
નિષ્ક્રિય,0,
અક્ષમ,0,
અવ્યવસ્થા,0,
વિવાદિત,0,
શંકા,0,
ખામીઓ,0,
દુકાળ,0,
શંકાસ્પદ,0,
કટોકટી,0,
દુશ્મન,0,
ધોવાણ,0,
ભૂલ,0,
ભૂલ,0,
ભૂલો,0,
દુષ્ટ,0,
બાકાત,0,
દેશનિકાલ,0,
ખર્ચાળ,0,
નિષ્ફળ,0,
નિષ્ફળતા,0,
પડવું,0,
ધોધ,0,
ખોટું,0,
ચરબી,0,
તાવ,0,
તળેલી,0,
સ્થૂળ,0,
સખત,0,
અવગણો,0,
ગેરકાયદે,0,
અશક્ત,0,
અશક્ય,0,
નિષ્ક્રિય,0,
અયોગ્ય,0,
અસંગત,0,
અપૂર્ણ,0,
ખોટું,0,
ખોટી રીતે,0,
સંક્રમિત,0,
ચેપ,0,
ચેપ,0,
ઉલ્લંઘન,0,
અસંવેદનશીલ,0,
અમાન્ય,0,
અદ્રશ્ય,0,
મુદ્દો,0,
મુદ્દાઓ,0,
મારવા,0,
માર્યા ગયા,0,
હત્યા,0,
અભાવ,0,
જૂઠ,0,
મર્યાદા,0,
મર્યાદાઓ,0,
મર્યાદિત,0,
ગુમાવવું,0,
નુકસાન,0,
હારી,0,
નકારાત્મક,0,
નર્વસ,0,
અવાજ,0,
પદાર્થ,0,
વિરોધી,0,
વિરોધ,0,
પાન,0,
નિષ્ક્રિય,0,
પ્લોટ,0,
ગરીબ,0,
ગરીબી,0,
સમસ્યા,0,
સમસ્યાઓ,0,
વિરોધ,0,
રેલ,0,
નિરર્થક,0,
ના પાડી,0,
નામંજૂર,0,
રાજીનામું આપ્યું,0,
પ્રતિકાર,0,
પ્રતિબંધિત,0,
જોખમ,0,
જોખમો,0,
કૌભાંડ,0,
હાડપિંજર,0,
ગુલામો,0,
ધીમું,0,
ધીમે ધીમે,0,
ગંધ,0,
ધુમાડો,0,
વિભાજન,0,
સ્થિર,0,
બેહદ,0,
કડક,0,
હડતાલ,0,
સંઘર્ષ,0,
સહન કર્યું,0,
લક્ષણો,0,
ભયંકર,0,
દુર્ઘટના,0,
યુક્તિ,0,
મુશ્કેલી,0,
અનિશ્ચિત,0,
અવ્યાખ્યાયિત,0,
અજ્ઞાત,0,
બિનજરૂરી,0,
અસામાન્ય,0,
વાઇસ,0,
ઉલ્લંઘન,0,
વાઇરસ,0,
ચેતવણી,0,
કચરો,0,
જંગલી,0,
ખોટું,0,
અંક,0,
અંકુશ,0,
અંતરાય,0,
અંધ,0,
અંધકાર,0,
અંધકારમય,0,
અંધશ્રદ્ધા,0,
અંધાધૂંધી,0,
અંધારું,0,
અકાળે,0,
અક્ષમ,0,
અક્ષમતા,0,
અગમ્ય,0,
અગવડ,0,
અગાઉથી,0,
અચાનક,0,
અચોક્કસ,0,
અછત,0,
અજાણ,0,
અજાણ્યા,0,
અજ્ઞાત,0,
અજ્ઞાન,0,
અટકે,0,
અડચણ,0,
અણગમો,0,
અણઘડ,0,
અણધારી,0,
અણધાર્યા,0,
અણનમ,0,
અતાર્કિક,0,
અતિ,0,
અતિક્રમણ,0,
અતિરેક,0,
અતિશય,0,
અતિશયોક્તિ,0,
અત્યાચાર,0,
અથડામણ,0,
અધઃપતન,0,
અધીન,0,
અધૂરું,0,
અનધિકૃત,0,
અનપેક્ષિત,0,
અનાથ,0,
અનાદર,0,
અનાવશ્યક,0,
અનિચ્છનીય,0,
અનિચ્છા,0,
અનિચ્છાએ,0,
અનિયમિત,0,
અનિયમિતતા,0,
અનિવાર્ય,0,
અનિશ્ચિત,0,
અનુચિત,0,
અનુપમ,0,
અનૈતિક,0,
અન્યાય,0,
અન્યાયી,0,
અપંગ,0,
અપમાન,0,
અપમાનજનક,0,
અપરાધ,0,
અપરાધી,0,
અપરિચિત,0,
અપરિપક્વ,0,
અપર્યાપ્ત,0,
અપવિત્ર,0,
અપૂર્ણ,0,
અપ્રગટ,0,
અપ્રમાણિક,0,
અપ્રસ્તુત,0,
અપ્રિય,0,
અફવા,0,
અફવાઓ,0,
અભણ,0,
અભાવ,0,
અમાનવીય,0,
અમાન્ય,0,
અયોગ્ય,0,
અરાજકતા,0,
અરાજકતાવાદી,0,
અરાજ્યવાદ,0,
અલંકારિક,0,
અલગ,0,
અલૌકિક,0,
અલ્પ,0,
અવક્ષય,0,
અવગણના,0,
અવગણે,0,
અવજ્ઞા,0,
અવરોધ,0,
અવરોધક,0,
અવરોધી,0,
અવરોધો,0,
અવશેષો,0,
અવાજો,0,
અવિચારી,0,
અવિરત,0,
અવિશ્વસનીય,0,
અવિશ્વાસ,0,
અવ્યવસ્થા,0,
અવ્યવસ્થિત,0,
અશકત,0,
અશકય,0,
અશક્ત,0,
અશક્ય,0,
અશાંતિ,0,
અશિષ્ટ,0,
અશુદ્ધ,0,
અશુદ્ધિ,0,
અશ્લીલ,0,
અસંગત,0,
અસંતુલન,0,
અસંતુષ્ટ,0,
અસંતોષ,0,
અસંભવ,0,
અસંભવિત,0,
અસંમત,0,
અસંમતિ,0,
અસમર્થ,0,
અસમાન,0,
અસમાનતા,0,
અસર,0,
અસહાય,0,
અસહ્ય,0,
અસુરક્ષિત,0,
અસ્ત,0,
અસ્તવ્યસ્ત,0,
અસ્થાયી,0,
અસ્થિભંગ,0,
અસ્થિર,0,
અસ્થિરતા,0,
અસ્પષ્ટ,0,
અસ્પષ્ટતા,0,
અસ્વસ્થ,0,
અસ્વસ્થતા,0,
અસ્વીકાર,0,
અસ્વીકાર્ય,0,
અહંકારી,0,
અહિત,0,
આંકડો,0,
આંચકો,0,
આંધળો,0,
આક્રમકતા,0,
આક્રમણ,0,
આક્રમણખોર,0,
આક્રમણથી,0,
આક્રોશ,0,
આક્ષેપ,0,
આક્ષેપો,0,
આગ્રહી,0,
આઘાત,0,
આજ્ઞાકારી,0,
આડે,0,
આતંક,0,
આતંકવાદ,0,
આત્મહત્યા,0,
આદિમ,0,
આપખુદ,0,
આપઘાત,0,
આપત્તિ,0,
આપત્તિઓ,0,
આપવું,0,
આફત,0,
આમૂલ,0,
આરોપ,0,
આરોપો,0,
આર્દ્ર,0,
આવારા,0,
આવેલું,0,
આશરે,0,
આશ્રય,0,
આળસ,0,
આળસુ,0,
ઇજા,0,
ઇજાગ્રસ્ત,0,
ઇનકાર,0,
ઇન્કાર,0,
ઈજા,0,
ઈનકાર,0,
ઈન્કાર,0,
ઉગ્ર,0,
ઉગ્રતા,0,
ઉજ્જડ,0,
ઉઝરડા,0,
ઉતાર,0,
ઉતાવળ,0,
ઉત્કટ,0,
ઉત્કલન,0,
ઉત્સાહથી,0,
ઉદાસ,0,
ઉદાસીન,0,
ઉદાસીનતા,0,
ઉન્માદ,0,
ઉપદ્રવ,0,
ઉપહાસ,0,
ઉપેક્ષા,0,
ઉભરી,0,
ઉલટી,0,
ઉલ્લંઘન,0,
ઊણપ,0,
ઊભો,0,
ઊલટી,0,
ઋણ,0,
એકંદર,0,
એકધારી,0,
એકપક્ષીય,0,
એકરાર,0,
એકલતા,0,
એકલું,0,
એકાંતવાસ,0,
એકાએક,0,
એકાકી,0,
એલર્જી,0,
કંગાળ,0,
કંટાળાજનક,0,
કચરો,0,
કટાક્ષ,0,
કટોકટી,0,
કઠિન,0,
કઠોર,0,
કઠોરતા,0,
કડક,0,
કડવાશ,0,
કડવું,0,
કતલ,0,
કદનું,0,
કદાવર,0,
કપટ,0,
કપટી,0,
કમજોર,0,
કમનસીબ,0,
કમનસીબે,0,
કરાડ,0,
કર્કશ,0,
કલંક,0,
કલમ,0,
કહીને,0,
કાચું,0,
કાટ,0,
કાપો,0,
કામકાજ,0,
કામચલાઉ,0,
કારણે,0,
કાલ્પનિક,0,
કાવતરાં,0,
કાવતરું,0,
કાળ,0,
કાળાશ,0,
કુખ્યાત,0,
કુસ્તી,0,
કૃત્રિમ,0,
કેદ,0,
કેદી,0,
કેન્સર,0,
કોઢ,0,
કોપાયમાન,0,
કોલાહલ,0,
કૌભાંડમાં,0,
ક્રૂર,0,
ક્રૂરતા,0,
ક્રેશ,0,
ક્રોધ,0,
ક્ષતિઓ,0,
ક્ષય,0,
ખંજવાળ,0,
ખંડન,0,
ખંડિત,0,
ખંડેર,0,
ખડકાળ,0,
ખતરનાક,0,
ખતરો,0,
ખરાબ,0,
ખર્ચાળ,0,
ખલાસ,0,
ખલેલ,0,
ખવાણ,0,
ખળભળાટ,0,
ખાટા,0,
ખાટું,0,
ખાડો,0,
ખામી,0,
ખામીઓ,0,
ખાલી,0,
ખિન્ન,0,
ખીચોખીચ,0,
ખૂન,0,
ખૂની,0,
ખેંચવામાં,0,
ખેંચીને,0,
ખેદ,0,
ખેલ,0,
ખોટ,0,
ખોટા,0,
ખોટી,0,
ખોટું,0,
ખોટો,0,
ખોડ,0,
ગંદકી,0,
ગંદુ,0,
ગંદું,0,
ગંધ,0,
ગંભીરતા,0,
ગંભીરતાપૂર્વક,0,
ગટર,0,
ગણાવ્યા,0,
ગભરાટ,0,
ગમ્મત,0,
ગરબડ,0,
ગરીબ,0,
ગરીબીમાં,0,
ગળુ,0,
ગાંઠ,0,
ગાંડો,0,
ગાઢ,0,
ગાળ,0,
ગીચ,0,
ગુના,0,
ગુનાહિત,0,
ગુનેગાર,0,
ગુનો,0,
ગુફા,0,
ગુલામ,0,
ગુલામી,0,
ગુલામો,0,
ગુસ્સે,0,
ગુસ્સો,0,
ગૂંચવણ,0,
ગૂંચવાડો,0,
ગેરકાનૂની,0,
ગેરકાયદે,0,
ગેરકાયદેસર,0,
ગેરફાયદા,0,
ગેરફાયદો,0,
ગેરબંધારણીય,0,
ગેરમાર્ગે,0,
ગેરલાભ,0,
ગેરવાજબી,0,
ગેરસમજ,0,
ગેરહાજરી,0,
ગોકળગાય,0,
ગૌણ,0,
ગૌરવપૂર્ણ,0,
ગ્રામ્ય,0,
ઘટાડવું,0,
ઘટાડામાં,0,
ઘટી,0,
ઘટ્યા,0,
ઘડી,0,
ઘર્ષણ,0,
ઘા,0,
ઘાટા,0,
ઘાતક,0,
ઘાતકી,0,
ઘાયલ,0,
ઘાસ,0,
ઘૂસણખોરી,0,
ઘોંઘાટ,0,
ઘોર,0,
ચડી,0,
ચમત્કારી,0,
ચરબી,0,
ચરબીયુક્ત,0,
ચાબુક,0,
ચિંતા,0,
ચિંતાઓ,0,
ચિંતાજનક,0,
ચિંતાતુર,0,
ચિત્તભ્રમણા,0,
ચીડ,0,
ચીલો,0,
ચૂક,0,
ચૂકી,0,
ચેતવણી,0,
ચેપ,0,
ચેપગ્રસ્ત,0,
ચેપી,0,
ચોકીઓ,0,
ચોરી,0,
છટણી,0,
છતાં,0,
છરી,0,
